vehicle_id,x,y,psi,s,l,time
0,0,0,0,0,00
0,0,0,0,0,250
0,0.374662,0.0129338,0.0051797,0,43.06450.25
0,1.0649,0.0571422,0.0214892,0,56.14490.5
0,2.01493,0.146555,0.0492262,0,65.70260.75
0,3.17663,0.29264,0.0849305,0,72.76921
0,4.50878,0.501435,0.123136,0,78.07371.25
0,5.97706,0.770052,0.157749,0,82.13281.5
0,7.55418,1.08462,0.182949,0,85.31411.75
0,9.21958,1.42001,0.193674,0,87.88152
0,10.9637,1.70699,0.172029,0,90.02752.25
0,12.7531,2.01352,0.170304,0,91.90162.5
0,14.5765,2.30746,0.162566,0,93.60772.75
0,16.42,2.57507,0.148846,0,95.23163
0,18.2698,2.80263,0.129117,0,96.85073.25
0,20.1113,2.97803,0.10382,0,98.54163.5
0,21.9285,3.08734,0.0719186,0,100.3893.75
0,23.7016,3.12903,0.0375095,0,102.54
0,25.4091,3.13358,0.013686,0,105.0124.25
0,27.0293,3.11915,-0.000961087,0,108.1074.5
0,28.5381,3.09903,-0.00843313,0,112.0364.75
0,29.9077,3.07052,-0.0152166,0,117.1455
1,10,-10,1.57,0,00
1,10,-10,1.57,0,250
1,9.98916,-9.63405,1.57446,0,43.2140.25
1,9.951,-8.96371,1.58878,0,56.58870.5
1,9.87171,-8.04155,1.61397,0,66.50410.75
1,9.73869,-6.91279,1.64783,0,73.93991
1,9.54338,-5.61621,1.68601,0,79.59281.25
1,9.28504,-4.18422,1.72296,0,83.95991.5
1,8.97346,-2.64243,1.75274,0,87.39761.75
1,8.63008,-1.00959,1.76966,0,90.16282
1,8.29035,0.702003,1.76762,0,92.4432.25
1,8.00782,2.48064,1.73927,0,94.39772.5
1,7.76498,4.30314,1.71276,0,96.14752.75
1,7.56222,6.15122,1.68843,0,97.79023
1,7.3971,8.00718,1.66688,0,99.41183.25
1,7.26529,9.85358,1.64849,0,101.0963.5
1,7.16146,11.6728,1.63341,0,102.9343.75
1,7.07978,13.4464,1.62162,0,105.0334
1,7.01461,15.1549,1.61294,0,107.5324.25
1,6.96102,16.7764,1.60703,0,110.6124.5
1,6.91511,18.2868,1.60349,0,114.5244.75
1,6.87829,19.6581,1.60028,0,119.6165
2,-10,10,-1.57,0,00
2,-10,10,-1.57,0,250
2,-9.9997,9.625,-1.57,0,43.06250.25
2,-9.99915,8.93742,-1.57,0,56.2020.5
2,-9.9984,7.99013,-1.57,0,65.84560.75
2,-9.99747,6.82798,-1.57,0,73.0051
2,-9.99641,5.48916,-1.57,0,78.39831.25
2,-9.99523,4.0063,-1.57,0,82.53661.5
2,-9.99395,2.40751,-1.57,0,85.78531.75
2,-9.99261,0.717165,-1.57,0,88.40752
2,-9.99121,-1.04326,-1.57,0,90.59542.25
2,-9.98976,-2.85457,-1.57,0,92.49262.5
2,-9.98829,-4.69922,-1.57,0,94.21052.75
2,-9.98681,-6.56078,-1.57,0,95.84093
2,-9.98533,-8.42338,-1.57,0,97.4663.25
2,-9.98386,-10.2712,-1.57,0,99.16743.5
2,-9.98241,-12.0879,-1.57,0,101.0353.75
2,-9.981,-13.8564,-1.57,0,103.1754
2,-9.97965,-15.5577,-1.57,0,105.7274.25
2,-9.97836,-17.1711,-1.57,0,108.8714.5
2,-9.97717,-18.6728,-1.57,0,112.8574.75
2,-9.97608,-20.0357,-1.57,0,118.035
3,-10,-10,0,0,00
3,-10,-10,0,0,250
3,-9.63537,-10.0022,-0.000883065,0,43.23910.25
